id,srno,eventDate,subject_title,debateType,sizeOfVideo,videoUrl
3485,2431,2023-12-08,Private Members Bill,Private Member's Bill,23 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3109-12-08-2023.mp4?source=membersrsmedia
3486,2431,2023-12-08,Private Members Bill.,Private Member's Bill,50 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3120-12-08-2023.mp4?source=membersrsmedia
3487,2431,2023-12-08,"Private Members Bill - The Constitution (Amendment) Bill, 2022 (amendment of article 153 and substitution of articles 155 and 156)",Private Member's Bill,51 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3166-12-08-2023.mp4?source=membersrsmedia
3488,2431,2023-12-06,Question and its reply during Question Hour in Rajya Sabha,Question Hour,37 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2926-12-06-2023.mp4?source=membersrsmedia
3489,2431,2023-12-06,Short Duration Discussion on the Economic Situation in the Countary,Discussion Under Rule 193,181 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2953-12-06-2023.mp4?source=membersrsmedia
3490,2431,2023-12-04,"The Post Office Bill, 2023",Government Bills,94 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2743-12-04-2023.mp4?source=membersrsmedia
3491,2431,2023-12-04,Matter raised with the permission of the Chair,Special Mention,60 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2757-12-04-2023.mp4?source=membersrsmedia
3492,2431,2023-08-07,"Report of the Department-related Parliamentary Standing Committee on Personnel, Public Grievances Law and Justice on Judicial Processes and their Reforms laid on the Table",Papers laid on the Table,85 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2229-07-08-2023.mp4?source=membersrsmedia
3493,2431,2023-03-14,Special Mention,Special Mention,13 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1671-14-03-2023.mp4?source=membersrsmedia
3494,2431,2023-02-09,Matter raised with the permissio of the Chair,Special Mention,40 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1494-09-02-2023.mp4?source=membersrsmedia
3495,2431,2023-02-08,Discussion during Zero Hour,Special Mention,24 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1458-08-02-2023.mp4?source=membersrsmedia
3496,2431,2022-12-22,Papers laid on the Table,Papers laid on the Table,12 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1087-22-12-2022.mp4?source=membersrsmedia
3497,2431,2022-12-21,Special Mention,Special Mention,40 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video991-21-12-2022.mp4?source=membersrsmedia
3498,2431,2022-12-20,Question Hour,Question Hour,46 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video889-20-12-2022.mp4?source=membersrsmedia
3499,2431,2022-12-20,Special Mention,Special Mention,30 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video950-20-12-2022.mp4?source=membersrsmedia
3500,2431,2022-12-19,Question Hour,Question Hour,15 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video791-19-12-2022.mp4?source=membersrsmedia
3501,2431,2022-12-15,Question Hour,Question Hour,45 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video650-15-12-2022.mp4?source=membersrsmedia
3502,2431,2022-12-14,Special Mention .,Special Mention,49 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video550-14-12-2022.mp4?source=membersrsmedia
3503,2431,2022-12-14,The New Delhi International Arbitrations Centre (Amendment) Bill 2020,Government Bills,151 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video600-14-12-2022.mp4?source=membersrsmedia
3504,2431,2022-12-12,The Energy Conservation (Amendment) Bill 2022,Government Bills,136 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video400-12-12-2022.mp4?source=membersrsmedia
3505,2431,2022-12-09,Private Members Bill,Private Member's Bill,18 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video310-09-12-2022.mp4?source=membersrsmedia
3506,2431,2022-12-07,Special Mention,Special Mention,46 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video165-07-12-2022.mp4?source=membersrsmedia
3507,2435,2025-12-18,Papers laid on the table,Papers laid on the Table,5 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9803-12-18-2025.mp4?source=membersrsmedia
3508,2435,2025-12-17,Reply by minister in Loksabha,Question Hour,158 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9637-12-17-2025.mp4?source=membersrsmedia
3509,2435,2025-12-17,Statement by minister in Loksabha,Statement by Minister,23 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9664-12-17-2025.mp4?source=membersrsmedia
3510,2435,2025-12-17,Papers laid on table in Loksabha,Papers laid on the Table,7 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9667-12-17-2025.mp4?source=membersrsmedia
3511,2435,2025-12-15,Statement by Minister,Statement by Minister,19 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9439-12-15-2025.mp4?source=membersrsmedia
3512,2435,2025-12-10,Reply by Minister in Loksabha,Question Hour,151 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9149-12-10-2025.mp4?source=membersrsmedia
3513,2435,2025-12-08,Papers laid on the Table,Papers laid on the Table,9 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8972-12-08-2025.mp4?source=membersrsmedia
3514,2435,2025-08-11,Papers laid on the Table,Papers laid on the Table,8 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8266-08-11-2025.mp4?source=membersrsmedia
3515,2435,2025-08-11,Status of 1st Report of the Department related Parliamentary Standing Committee on Coal Mines and Steel,Statement by Minister,42 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8276-08-11-2025.mp4?source=membersrsmedia
3516,2435,2025-08-06,Papers laid on the table in Lok-Sabha by Hon. Minister.,Papers laid on the Table,16 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8194-08-06-2025.mp4?source=membersrsmedia
3517,2435,2025-08-06,"Hon. Minister in Lok-Sabha made a statement regarding the status of implementation of the recommendations contained in the 1st Report of the Standing Committee on Coal, Mines and Steel.",Statement by Minister,36 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8195-08-06-2025.mp4?source=membersrsmedia
3518,2435,2025-07-30,Question repiled in Lok Sabha,Question Hour,156 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8059-07-30-2025.mp4?source=membersrsmedia
3519,2435,2025-07-30,Starred Question replied in Lok Sabha,Question Hour,275 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8060-07-30-2025.mp4?source=membersrsmedia
3520,2435,2025-07-30,Reply in Loksabha,Question Hour,275 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8100-07-30-2025.mp4?source=membersrsmedia
3521,2435,2025-07-23,Papers laid on the table in Lok-Sabha by Hon. Minister.,Papers laid on the Table,14 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7947-07-23-2025.mp4?source=membersrsmedia
3522,2435,2025-07-21,Papers to be laid on the Table,Papers laid on the Table,11 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7903-07-21-2025.mp4?source=membersrsmedia
3523,2435,2025-03-26,Papers laid on the Table,Papers laid on the Table,11 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7397-03-26-2025.mp4?source=membersrsmedia
3524,2435,2025-03-24,Papers laid on the table,Papers laid on the Table,37 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7296-03-24-2025.mp4?source=membersrsmedia
3525,2435,2025-03-17,Papers laid on the Table,Papers laid on the Table,5 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6985-03-17-2025.mp4?source=membersrsmedia
3526,2435,2025-03-12,Papers laid on the Table,Papers laid on the Table,6 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6974-03-12-2025.mp4?source=membersrsmedia
3527,2435,2025-03-10,Papers laid on the Table by Hon. Minister in Rajya Sabha,Papers laid on the Table,4 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6782-03-10-2025.mp4?source=membersrsmedia
3528,2435,2025-02-06,Papers laid on the Table,Papers laid on the Table,6 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6352-02-06-2025.mp4?source=membersrsmedia
3529,2435,2025-02-03,Reply by Honourable minister,Question Hour,59 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6244-02-03-2025.mp4?source=membersrsmedia
3530,2435,2025-02-03,Reply by Honourable minister 2,Question Hour,24 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6245-02-03-2025.mp4?source=membersrsmedia
3531,2435,2024-12-16,Paper laid on the Table,Papers laid on the Table,4 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6057-12-16-2024.mp4?source=membersrsmedia
3532,2435,2024-12-09,Papers laid on the Table,Papers laid on the Table,5 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5963-12-09-2024.mp4?source=membersrsmedia
3533,2435,2024-12-04,Laying of Committee Report on the Table,Papers laid on the Table,6 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5767-12-04-2024.mp4?source=membersrsmedia
3534,2435,2024-12-04,Papers laid on the Table,Papers laid on the Table,5 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5833-12-04-2024.mp4?source=membersrsmedia
3535,2435,2024-12-02,Papers laid on the Table,Papers laid on the Table,3 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5670-12-02-2024.mp4?source=membersrsmedia
3536,2435,2024-08-07,Papers laid on the table by Hon. Minister.,Papers laid on the Table,5 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5441-08-07-2024.mp4?source=membersrsmedia
3537,2435,2024-07-31,Papers laid on the table,Papers laid on the Table,4 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5012-07-31-2024.mp4?source=membersrsmedia
3538,2435,2024-07-29,Papers laid on the table,Papers laid on the Table,43 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4808-07-29-2024.mp4?source=membersrsmedia
3539,2435,2024-07-03,Papers laid on the Table,Papers laid on the Table,6 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4457-07-03-2024.mp4?source=membersrsmedia
3540,2435,2024-02-07,"REPORTS OF THE DEPARTMENT-RELATED PARLIAMENTARY STANDING COMMITTEE ON CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION LAID ON THE TABLE",Papers laid on the Table,10 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3999-02-07-2024.mp4?source=membersrsmedia
3541,2435,2023-12-21,Matters raised with the permission of the Chair,Government Bills,42 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3613-12-21-2023.mp4?source=membersrsmedia
3542,2435,2023-12-12,"REPORT OF THE DEPARTMENT-RELATED PARLIAMENTARY STANDING COMMITTEE ON CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION LAID ON THE TABLE",Papers laid on the Table,10 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3271-12-12-2023.mp4?source=membersrsmedia
3543,2435,2023-12-06,Matter raised with the permission of the Chair,Special Mention,36 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2909-12-06-2023.mp4?source=membersrsmedia
3544,2435,2023-08-03,Report laid on the Table,Papers laid on the Table,7 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2143-03-08-2023.mp4?source=membersrsmedia
3545,2435,2022-12-20,"The Appropriation Bill (No 5), 2022 and Appropriation (No 4) Bill, 2022",Government Bills,117 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video926-20-12-2022.mp4?source=membersrsmedia
3546,2435,2022-12-20,Special Mention,Special Mention,28 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video960-20-12-2022.mp4?source=membersrsmedia
3547,2435,2022-12-19,Matter raised with the permission of the Chair,Special Mention,24 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video784-19-12-2022.mp4?source=membersrsmedia
3548,2435,2022-12-12,The Energy Conservation (Amendment) Bill 2022,Government Bills,142 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video422-12-12-2022.mp4?source=membersrsmedia
3549,2435,2022-12-09,Question Hour,Question Hour,10 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video269-09-12-2022.mp4?source=membersrsmedia
3550,2435,2022-12-09,Zero Hour,Special Mention,28 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1242-09-12-2022.mp4?source=membersrsmedia
3551,2436,2025-12-11,Discussion on Election Reforms...,Business of House,575 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9494-12-11-2025.mp4?source=membersrsmedia
3552,2436,2025-12-01,18th Report of Committee of Privileges against SDPO bahargava Jharkand to MP Rajya Sabha,Parliamentary Committees,23 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8600-12-01-2025.mp4?source=membersrsmedia
3553,2436,2025-08-05,29th 30th 31st and 32nd Reports of Committee on Public Accounts,Parliamentary Committees,7 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8175-08-05-2025.mp4?source=membersrsmedia
3554,2436,2025-04-03,The Waqf Amendment Bill 2025 and The Mussalman Wakf Repeal Bill 2024,Government Bills,682 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7821-04-03-2025.mp4?source=membersrsmedia
3555,2436,2025-03-21,Discusson on the working of Ministry of Home Affairs,Union Budget,198 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7265-03-21-2025.mp4?source=membersrsmedia
3556,2436,2025-03-19,Discussion on the working of Ministry of Home Affairs,Business of House,299 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7220-03-19-2025.mp4?source=membersrsmedia
3557,2436,2025-03-17,Reports laid on Table,Papers laid on the Table,9 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6988-03-17-2025.mp4?source=membersrsmedia
3558,2436,2025-02-07,Private Member Bill,Private Member's Bill,293 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6496-02-07-2025.mp4?source=membersrsmedia
3559,2436,2024-12-18,Papers laid on the Table,Papers laid on the Table,7 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6158-12-18-2024.mp4?source=membersrsmedia
3560,2436,2024-12-16,Discussion on 75th years of Constitution of India,Business of House,470 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6089-12-16-2024.mp4?source=membersrsmedia
3561,2436,2024-12-09,Submission by Member,Submission by members,6 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5984-12-09-2024.mp4?source=membersrsmedia
3562,2436,2024-12-05,Matters raised with permission of Chair,Matter under Rule 377,114 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5863-12-05-2024.mp4?source=membersrsmedia
3563,2436,2024-08-02,Question Hour,Question Hour,65 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5211-08-02-2024.mp4?source=membersrsmedia
3564,2436,2024-07-29,Discussion on Union Budget 2024-2025,Union Budget,343 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4868-07-29-2024.mp4?source=membersrsmedia
3565,2436,2024-07-29,Short Duration Discussion,Discussion Under Rule 193,797 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4905-07-29-2024.mp4?source=membersrsmedia
3566,2436,2024-07-26,Submission by member,Submission by members,4 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4768-07-26-2024.mp4?source=membersrsmedia
3567,2436,2024-07-01,Motion of thanks to the Presidents Address,Motion of thanks to the President's Address,44 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4381-07-01-2024.mp4?source=membersrsmedia
3568,2436,2024-06-28,Discussion on the Presidents Address in Rajya Sabha,Submission by members,50 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4345-06-28-2024.mp4?source=membersrsmedia
3569,2436,2024-06-28,Motion of thanks to the Presidents Address,Motion of thanks to the President's Address,882 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4364-06-28-2024.mp4?source=membersrsmedia
3570,2436,2024-02-10,Short Duration Discussion on Shree Ram Mandir ke Etihasik Nirman aur Pran Pratishta,Business of House,335 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4309-02-10-2024.mp4?source=membersrsmedia
