id,srno,billno,billName,introducedInHouse,introducedDate,ministry,member,billCategory,datePassed_in_LS,datePassed_in_RS,reportPresented,actNoAndYear,status,pdfUrl
710,477,44,"The Fishermen (Welfare) Bill, 2012",Lok Sabha,2012-04-27,AGRICULTURE,Suresh Kodikunnil Shri,Financial Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/80LS.pdf?source=legislation
711,477,53,"The Economically Weaker Class Corporation Bill, 2012.",Lok Sabha,2012-04-27,SOCIAL JUSTICE AND EMPOWERMENT,Suresh Kodikunnil Shri,Financial Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/81LS.pdf?source=legislation
712,477,29,"The Constitution (Amendment) Bill, 2002 (Amendment of articles 124 and 216)",Lok Sabha,2002-03-05,,Suresh Kodikunnil Shri,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/5843LS.pdf?source=legislation
713,477,30,"The Reservation For Scheduled Castes and Scheduled Tribes (In Private Sector) Bill, 2002",Lok Sabha,2002-03-05,SOCIAL JUSTICE AND EMPOWERMENT,Suresh Kodikunnil Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/5844LS.pdf?source=legislation
714,477,31,"The High Court of Kerala (Establishment of a Permanent Bench at Thiruvananthapuram) Bill, 2002",Lok Sabha,2002-03-05,,Suresh Kodikunnil Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/5897LS.pdf?source=legislation
715,477,35,"The Cashew Board Bill, 2002",Lok Sabha,2002-03-05,COMMERCE AND INDUSTRY,Suresh Kodikunnil Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/396LS.pdf?source=legislation
716,57,XLII,"The Constitution (Amendment) Bill, 2004 (Insertion of new article 16A)",Rajya Sabha,2004-12-03,SOCIAL JUSTICE AND EMPOWERMENT,Sarla Maheshwari Smt.,Ordinary Bill,,,,,Lapsed,
717,57,XLI,"The Constitution (Amendment) Bill, 2004 (Insertion of new article 16A).",Rajya Sabha,2004-03-12,LABOUR,Sarla Maheshwari Smt.,Ordinary Bill,,,,,Lapsed,
718,57,LXXX,"The Domestic Violence (Prevention) Bill, 2001",Rajya Sabha,2001-12-07,HUMAN RESOURCE  DEVELOPMENT,Sarla Maheshwari Smt.,Ordinary Bill,,,,,Negatived,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/LXXX_2001.pdf?source=legislation
719,2414,XLVIII,"The Bhagat Singh National Urban Employment Guarantee Bill, 2022",Rajya Sabha,2022-08-05,LABOUR  AND  EMPLOYMENT,Binoy Viswam Shri,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/18-E_257.pdf?source=legislation
720,2414,XV,"The Minimum Wages (Amendment) Bill, 2019",Rajya Sabha,2019-07-12,LABOUR  AND  EMPLOYMENT,Binoy Viswam Shri,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/minimum-E-12719.pdf?source=legislation
721,2022,XXV,"The Cigarettes and Other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production, Supply and Distribution) Amendment Bill, 2007",Rajya Sabha,2007-04-27,HEALTH AND FAMILY WELFARE,Tapan Kumar Sen Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/1770rs.pdf?source=legislation
722,61,62,"The Representation of the People (Amendment) Bill, 2000 (Amendment of section 29A, etc.)",Lok Sabha,2000-04-20,,Krishna Bose Prof.(Smt.),Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4543LS.pdf?source=legislation
723,2415,CVIII,"The Motor Vehicles (Amendment) Bill, 2022",Rajya Sabha,2023-12-08,ROAD TRANSPORT AND HIGHWAYS,Elamaram Kareem Shri,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/121-motor_vehicle-E1219202334113PM.pdf?source=legislation
724,2415,XXIII,"The Labour Codes (Repeal) Bill, 2021",Rajya Sabha,2022-02-04,LABOUR  AND  EMPLOYMENT,Elamaram Kareem Shri,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/labour codes repeal-E.pdf?source=legislation
725,2415,XXV,"The Indian Penal Code (Amendment) Bill, 2021",Rajya Sabha,2022-02-04,HOME AFFAIRS,Elamaram Kareem Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/IPC 124A.pdf?source=legislation
726,2419,V,"The Terminated Employees (Welfare) Bill, 2020",Rajya Sabha,2020-02-07,LABOUR  AND  EMPLOYMENT,Rakesh Sinha Shri,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/terminat-E-7 2 20.pdf?source=legislation
727,2419,LXXIII,"The Public Credit Registry of India Bill, 2019",Rajya Sabha,2019-12-06,FINANCE,Rakesh Sinha Shri,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/public credit-E-6 12 19.pdf?source=legislation
728,2419,XVIII,"The Population Regulation Bill, 2019",Rajya Sabha,2019-07-12,HEALTH AND FAMILY WELFARE,Rakesh Sinha Shri,Ordinary Bill,,,,,Withdrawn,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/population-E-12719.pdf?source=legislation
729,485,259,"The Unemployment Allowance Bill, 2019.",Lok Sabha,2023-08-04,LABOUR,Su. Thirunavukkarasar Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/259 of 2019 AS INTRO84202365745PM.pdf?source=legislation
730,485,261,"The Agricultural Workers Welfare Fund Bill, 2019.",Lok Sabha,2023-08-04,LABOUR,Su. Thirunavukkarasar Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/261 of 2019As84202365816PM.pdf?source=legislation
731,485,138,"The Backward Classes (Proportional Representation in Services and Educational Institutions) Bill, 2000",Lok Sabha,2002-03-22,SOCIAL JUSTICE AND EMPOWERMENT,Su Thirunavukkarasar Shri,Financial Bill,,,,,Pending,
732,486,15,"The Constitution (Amendment) Bill, 2000 (Insertion of new articles 16A abd 29A)",Lok Sabha,2000-04-20,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",P.C. Thomas Shri,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/3197LS.pdf?source=legislation
733,486,101,"The Rubber Growers (Protection) Bill, 1999",Lok Sabha,1999-12-17,,P.C. Thomas Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1932LS.pdf?source=legislation
734,486,102,"The Constitution (Amendment) Bill, 1999 (Insertion of new article 44A)",Lok Sabha,1999-12-17,HOME AFFAIRS,P.C. Thomas Shri,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1933LS.pdf?source=legislation
735,486,125,"The Compulsory Voting Bill, 1999",Lok Sabha,1999-12-17,,P.C. Thomas Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2351LS.pdf?source=legislation
736,66,VII,"The High Court of Gujrat ( Establishment of Permanent Bench at Surat) Bill, 2001.",Rajya Sabha,2001-02-23,,Savita Sharda Smt.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/VII_2000.pdf?source=legislation
737,66,VII,"The High Court of Gujarat (Establishment of Permanent Bench at Surat) Bill, 2001",Rajya Sabha,2001-02-23,,Savita Sharda Smt.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/VII_2001.pdf?source=legislation
738,2029,VI,"The Animal Factory Farming (Regulation) Bill, 2020",Rajya Sabha,2020-03-13,"fisheries, animal husbandry and dairying",Abhishek Manu Singhvi Dr.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Animal-E-13320.pdf?source=legislation
739,2029,XLII,"The Population Control Bill, 2019",Rajya Sabha,2019-12-06,HEALTH AND FAMILY WELFARE,Abhishek Manu Singhvi Dr.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/population cont-E-6 12 19.pdf?source=legislation
740,2029,XLI,"The Right to Universal and Free Health Care Bill, 2019",Rajya Sabha,2019-11-22,HEALTH AND FAMILY WELFARE,Abhishek Manu Singhvi Dr.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/healthcare-E-22 11 19.pdf?source=legislation
741,2029,XXII,"The Constitution (Amendment) Bill, 2008 (to amend articles 217 and 233)",Rajya Sabha,2009-07-03,LAW AND JUSTICE,Abhishek Manu Singhvi Dr.,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/const XXII of 08.pdf?source=legislation
742,2029,XX,"The Prevention of Hoarding and Profiteering and Protection of Common Man through Control of Prices Bill, 2007",Rajya Sabha,2007-04-27,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Abhishek Manu Singhvi Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/1764rs.pdf?source=legislation
743,2029,XXII,"The Destitute, Indigent and Neglected Citizens (Maintenance and Welfare) Bill, 2007",Rajya Sabha,2007-04-27,SOCIAL JUSTICE AND EMPOWERMENT,Abhishek Manu Singhvi Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/1762rs.pdf?source=legislation
744,2029,CV,"The Constitution (Amendment) Bill, 2006 (amendment of Eighth Schedule)",Rajya Sabha,2006-12-08,HOME AFFAIRS,Abhishek Manu Singhvi Dr.,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/CV_2006.pdf?source=legislation
745,1266,XLI,"The Constitution (Amendment) Bill, 1991 [Insertion of new article 117 A]",Rajya Sabha,1991-08-30,,Rajni Ranjan Sahu Shri,Ordinary Bill,,,,,Withdrawn,
746,1268,LXX,The Constituton (Amendment) Bill 1991 [Omission of articles 356 and 357],Rajya Sabha,1991-12-20,HOME AFFAIRS,Nagen Saikia Dr.,Ordinary Bill,,,,,Lapsed,
747,1268,VII,"The Illegal Migrant (Determination by Tribunals) Repeal Bill, 1991",Rajya Sabha,1991-12-07,HOME AFFAIRS,Nagen Saikia Dr.,Ordinary Bill,,,,,Negatived,
748,2423,XI,"The Constitution (Amendment) Bill, 2025 (amendment of articles 124 and 217)",Rajya Sabha,2025-12-05,LAW AND JUSTICE,Sasmit Patra Dr.,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/111211202545642PM.pdf?source=legislation
749,2423,XV,"The Insolvency and Bankruptcy Code (Amendment) Bill, 2025",Rajya Sabha,2025-12-05,CORPORATE AFFAIRS,Sasmit Patra Dr.,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/121211202545652PM.pdf?source=legislation
750,2423,XVI,"The Information Technology (Amendment) Bill, 2025",Rajya Sabha,2025-12-05,ELECTRONICS AND INFORMATION TECHNOLOGY,Sasmit Patra Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/131211202545700PM.pdf?source=legislation
751,2423,XXII,"The Constitution (Amendment) Bill, 2024 (substitution of article 263 and amendment of the Seventh and Eighth Schedules)",Rajya Sabha,2024-07-26,HOME AFFAIRS,Sasmit Patra Dr.,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/5-Consti-8th Sch-263art-Sasmit-E731202482754PM.pdf?source=legislation
752,2423,I,"The Sexual Harassment of Women at Workplace (Prevention, Prohibition And Redressal) Amendment Bill, 2024",Rajya Sabha,2024-02-02,WOMEN AND CHILD DEVELOPMENT,Sasmit Patra Dr.,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/12_sexual harrasment_sasmit-E29202471145PM.pdf?source=legislation
753,2423,IV,"The Indian Contract (Amendment) Bill, 2024",Rajya Sabha,2024-02-02,LAW AND JUSTICE,Sasmit Patra Dr.,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/13-Indian Contract_sasmit-E29202471208PM.pdf?source=legislation
754,2423,V,"The Representation of the People (Amendment) Bill, 2024 (insertion of new sections 127B to 127D)",Rajya Sabha,2024-02-02,LAW AND JUSTICE,Sasmit Patra Dr.,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/14-Rop_sasmit-E29202471233PM.pdf?source=legislation
755,2423,XCI,"The Indian Penal Code (Amendment) Bill, 2022 (substitution of sections 124A and 309 and amendment of section 375)",Rajya Sabha,2023-12-08,LAW AND JUSTICE,Sasmit Patra Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/IPC124ASasmit E1219202362752PM.pdf?source=legislation
756,2423,XCII,"The Constitution (Amendment) Bill, 2022 (substitution of articles 331 and 333)",Rajya Sabha,2023-12-08,LAW AND JUSTICE,Sasmit Patra Dr.,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/consti331&333 sasmit-E1219202362919PM.pdf?source=legislation
757,2423,XCIII,"The Advocates (Amendment) Bill, 2022",Rajya Sabha,2023-12-08,LAW AND JUSTICE,Sasmit Patra Dr.,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Advocates (E)1219202363019PM.pdf?source=legislation
758,2423,XL,"The States Reorganization Commission Bill, 2022",Rajya Sabha,2022-08-05,HOME AFFAIRS,Sasmit Patra Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/16-E_257.pdf?source=legislation
759,2423,XLVI,"The Trafficking of Persons (Prevention, Protection and Rehabilitation) Bill, 2022",Rajya Sabha,2022-08-05,WOMEN AND CHILD DEVELOPMENT,Sasmit Patra Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/15-E_257.pdf?source=legislation
760,2423,XXXVIII,"The Sal Leaves Collectors and Traders’ Welfare Bill, 2022",Rajya Sabha,2022-08-05,TRIBAL AFFAIRS,Sasmit Patra Dr.,Ordinary Bill,,,,,Withdrawn,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/14-E_2571292022123021PM.pdf?source=legislation
761,2423,XIII,"The Indian Contract Act (Amendment) Bill, 2022 (amendment of section 15)",Rajya Sabha,2022-04-01,LAW AND JUSTICE,Sasmit Patra Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/6-E_256.pdf?source=legislation
762,2423,XV,"The Representation of the People (Amendment) Bill, 2022 (amendment of section 77 and insertion of new sections 127B, 127C and 127D)",Rajya Sabha,2022-04-01,LAW AND JUSTICE,Sasmit Patra Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/7-E_256.pdf?source=legislation
763,2423,II,"The Cigarettes and other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production, Supply and Distribution) (Amendment) Bill, 2021.",Rajya Sabha,2021-12-03,HEALTH AND FAMILY WELFARE,Sasmit Patra Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/cigarettes & tobacco-E.pdf?source=legislation
764,2423,XVIII,"The Indian Penal Code (Amendment) Bill, 2021.",Rajya Sabha,2021-12-03,HOME AFFAIRS,Sasmit Patra Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/IPC subs 124A-E.pdf?source=legislation
765,2423,XXI,"The Advocates (Amendment) Bill, 2021.",Rajya Sabha,2021-12-03,LAW AND JUSTICE,Sasmit Patra Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Advt amnd Sec 2-E.pdf?source=legislation
766,2423,VIII,"The Incest Offences and Sexual Abuse of Females in Family (Prevention) Bill, 2020",Rajya Sabha,2020-03-13,WOMEN AND CHILD DEVELOPMENT,Sasmit Patra Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Incest-E-13320.pdf?source=legislation
767,2423,XII,"The Constitution (Amendment) Bill, 2020 (substitution of articles 331 and 333)",Rajya Sabha,2020-03-13,LAW AND JUSTICE,Sasmit Patra Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/331-E-13320.pdf?source=legislation
768,2423,LIV,"The Sal Leaves Collectors and Traders’ Welfare Bill, 2019",Rajya Sabha,2019-12-06,TRIBAL AFFAIRS,Sasmit Patra Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Sal-E-6 12 19.pdf?source=legislation
769,2423,LXVI,"The Trafficking of Persons (Prevention, Protection and Rehabilitation) Bill, 2019",Rajya Sabha,2019-12-06,WOMEN AND CHILD DEVELOPMENT,Sasmit Patra Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/traffc person-E-6 12 19.pdf?source=legislation
770,2423,LXXI,"The States Reorganization Commission Bill, 2019",Rajya Sabha,2019-12-06,HOME AFFAIRS,Sasmit Patra Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Stat reorgan -E-6 12 19.pdf?source=legislation
771,69,71,"The Constitution (Scheduled Tribes) Order (Amendment)  Bill, 2011 (Amendment of Part II).",Lok Sabha,2012-04-27,TRIBAL AFFAIRS,Bijoya Chakravarty Smt.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1118LS.pdf?source=legislation
772,69,88,"The Prevention of Influx of Foreign  Nationals into the Country Bill, 2011.",Lok Sabha,2012-04-27,HOME AFFAIRS,Bijoya Chakravarty Smt.,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2362LS.pdf?source=legislation
773,69,1,"The Prohibition on Religious Conversion Bill, 2011 .",Lok Sabha,2011-02-25,HOME AFFAIRS,Bijoya Chakravarty Smt.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/6078LS.pdf?source=legislation
774,69,3,"The Public Employment (Recruitment)  Bill, 2011.",Lok Sabha,2011-02-25,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Bijoya Chakravarty Smt.,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/6142ls.pdf?source=legislation
775,2424,XXVIII,"The Payment and Settlement Systems (Amendment) Bill, 2023",Rajya Sabha,2023-12-08,FINANCE,Amar Patnaik Dr.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/paymnent and settlement-E1219202344939PM.pdf?source=legislation
776,2424,XXX,"The Indian Penal Code (Amendment) Bill, 2023 (substitution of section 305 and amendment of section 375)",Rajya Sabha,2023-12-08,HOME AFFAIRS,Amar Patnaik Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/IPC amar patnaik-E (13122023)1219202342710PM.pdf?source=legislation
777,2424,XI,"The Lokpal And Lokayuktas (Amendment) Bill, 2021",Rajya Sabha,2022-02-04,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Amar Patnaik Dr.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/lokpal and lokayukta-E.pdf?source=legislation
778,2424,XIX,"The Constitution (Amendment) Bill, 2020 (amendment of Preamble and article 51A)",Rajya Sabha,2022-02-04,HOME AFFAIRS,Amar Patnaik Dr.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/const amend art 51A-E.pdf?source=legislation
779,2424,XV,"The Central Educational Institutions (Reservation in Admission) Amendment Bill, 2021",Rajya Sabha,2022-02-04,EDUCATION,Amar Patnaik Dr.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/cent education-E.pdf?source=legislation
780,2424,X,"The Code of Criminal Procedure (Amendment) Bill, 2020",Rajya Sabha,2020-03-13,HOME AFFAIRS,Amar Patnaik Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/code crim-E-13320.pdf?source=legislation
781,2424,LII,"The Right to Information (Amendment) Bill, 2019",Rajya Sabha,2019-12-06,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Amar Patnaik Dr.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/RTI-E-6 12 19.pdf?source=legislation
782,2424,LXIII,"The Deposit Insurance and Credit Guarantee Corporation   (Amendment) Bill, 2019",Rajya Sabha,2019-12-06,FINANCE,Amar Patnaik Dr.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/dep insur-E-6 12 19.pdf?source=legislation
783,2424,LXVII,"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2019",Rajya Sabha,2019-12-06,HUMAN RESOURCE  DEVELOPMENT,Amar Patnaik Dr.,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/RTE-E-6 12 19.pdf?source=legislation
784,1655,V,"The Representation of the People (Amendment) Bill, 1998",Rajya Sabha,1998-07-24,,Mohan Babu Dr.,Ordinary Bill,,,,,Lapsed,
785,71,77,"The Constitution (Amendment) Bill, 2004 (Amendment of article 275)",Lok Sabha,2004-12-17,,Suresh Chandel Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2401LS.pdf?source=legislation
786,71,36,"The Drought Prone Areas Development Authority Bill, 2004",Lok Sabha,2004-12-03,AGRICULTURE,Suresh Chandel Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1220LS.pdf?source=legislation
787,71,41,"The Rural Labour Welfare Fund Bill, 2004",Lok Sabha,2004-12-03,,Suresh Chandel Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1265LS.pdf?source=legislation
788,71,85,"The Representation of the People (Amendment) Bill, 2004 (Substitution of new section for section 8, etc.)",Lok Sabha,2004-12-03,,Suresh Chandel Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2697LS.pdf?source=legislation
789,71,27,"The Victims of Natural Calamities (Rehabilitation and Financial Assistance) Bill, 2004",Lok Sabha,2004-07-09,HOME AFFAIRS,Suresh Chandel Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/883LS.pdf?source=legislation
